Estado,Id de contacto,Id. de la oportunidad,Financiador: Nombre de la cuenta,Etapa,Etapa del Cr_dito,Situacion del Cliente,Potencia Instalada (W),Precio de Contado (Venta),Importe,Anticipo,Monto Mensualidad,Frecuencia Programada de Pagos (en dias),Numero de Pagos Programados,Number of Payments,Saldo Pagado,Saldo Total,Saldo Atrasado,Plazo del Credito (meses),Meses Transcurridos,Cantidad de Pagos realizados,% Pagado,Porcentaje de Pago a la Fecha,Rating Interno Credito,Nombre de la cuenta: Nombre de la cuenta
Durango,0031M00002gwVsJ,0061M00000wrFtG,KIVA,Pagado,Pagado,Cr_dito Sano,25,4500,5250,750,250,60,9,10,5250,0,-500,18,16,8,100,110.53,2,Mezquital ILUCentro
Durango,0031M00002gwVuK,0061M00000wrFyV,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,2750,2500,2000,18,16,6,52.38,57.89,No Disponible,Mezquital ILUCentro
Durango,0031M00002gwVs4,0061M00000wrFsN,KIVA,Pagado,Pagado,Cr_dito Sano,25,4500,5250,750,250,60,9,14,5250,0,-500,18,16,13,100,110.53,2,Mezquital ILUCentro
Durango,0031M00002iHhgq,0061M00000wuL4Y,KIVA,Vendido,Cobrando,Deudor PAR 60,25,4500,5250,750,250,60,9,10,2750,2500,1250,18,13,3,52.38,68.75,No Disponible,Mezquital ILUCentro
Durango,0031M00002iHOYU,0061M00000wuG4g,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,750,4500,3250,18,13,1,14.29,18.75,No Disponible,Mezquital ILUCentro
Durango,0031M00002iHhgv,0061M00000wuL4d,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,1950,3300,2050,18,13,2,37.14,48.75,No Disponible,Mezquital ILUCentro
Durango,0031M00002iINhF,0061M00000wuWo7,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,750,4500,3250,18,13,1,14.29,18.75,No Disponible,Mezquital ILUCentro
Durango,0031M00002hedmc,0061M00000wtm0P,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,2100,3150,2150,18,14,5,40,49.41,No Disponible,Mezquital ILUCentro
Durango,0031M00002iHhhj,0061M00000wuL5R,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,1500,3750,2500,18,13,1,28.57,37.5,No Disponible,Mezquital ILUCentro
Durango,0031M00002iHhhP,0061M00000wuL57,KIVA,Vendido,Cobrando,Cr_dito Sano,25,4500,5250,750,250,60,9,12,3800,1450,200,18,13,9,72.38,95,No Disponible,Mezquital ILUCentro
Durango,0031M00002hecz1,0061M00000wtlSS,KIVA,Vendido,Cobrando,Deudor PAR 60,25,4500,5250,750,250,60,9,10,3500,1750,750,18,14,4,66.67,82.35,No Disponible,Mezquital ILUCentro
Durango,0031M00002hedH5,0061M00000wtldL,KIVA,Pagado,Pagado,Cr_dito Sano,25,4500,5250,750,250,60,9,12,5250,0,-1000,18,14,10,100,123.53,2,Mezquital ILUCentro
Durango,0031M00002hdcyJ,0061M00000wtSOr,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,700,4550,3550,18,14,1,13.33,16.47,No Disponible,Mezquital ILUCentro
Durango,0031M00002iHOYe,0061M00000wuG4q,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,2250,3000,1750,18,13,4,42.86,56.25,No Disponible,Mezquital ILUCentro
Durango,0031M00002hdd05,0061M00000wtSPz,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,950,4300,3300,18,14,2,18.1,22.35,No Disponible,Mezquital ILUCentro
Durango,0031M00002iHhgl,0061M00000wuL4T,KIVA,Vendido,Cobrando,Deudor PAR 60,25,4500,5250,750,250,60,9,11,2500,2750,1500,18,13,7,47.62,62.5,No Disponible,Mezquital ILUCentro
Durango,0031M00002iH7zB,0061M00000wuBa3,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,2600,2650,1650,18,14,5,49.52,61.18,No Disponible,Mezquital ILUCentro
Durango,0031M00002hedGq,0061M00000wtlcr,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,2250,3000,2000,18,14,5,42.86,52.94,No Disponible,Mezquital ILUCentro
Durango,0031M00002hfHn5,0061M00000wuA69,KIVA,Pagado,Pagado,Cr_dito Sano,25,4500,5250,750,250,60,9,10,5250,0,-1000,18,14,5,100,123.53,2,Mezquital ILUCentro
Durango,0031M00002iHhiN,0061M00000wuL65,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,1150,4100,2850,18,13,3,21.9,28.75,No Disponible,Mezquital ILUCentro
Durango,0031M00002iHhho,0061M00000wuL5W,KIVA,Vendido,Cobrando,Deudor PAR 60,25,4500,5250,750,250,60,9,10,2700,2550,1300,18,13,3,51.43,67.5,No Disponible,Mezquital ILUCentro
Durango,0031M00002hfHlY,0061M00000wuA5L,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,19,750,4500,3250,18,13,1,14.29,18.75,No Disponible,Mezquital ILUCentro
Durango,0031M00002iH7yX,0061M00000wuBZo,KIVA,Cancelado,Moroso Perdido,Moroso,25,4500,5250,750,250,60,9,10,1500,3750,2750,18,14,3,28.57,35.29,No Disponible,Mezquital ILUCentro
Durango,0031M00002iHhhK,0061M00000wuL52,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,1000,4250,3000,18,13,1,19.05,25,No Disponible,Mezquital ILUCentro
Durango,0031M00002hecyw,0061M00000wtlSN,KIVA,Vendido,Cobrando,Deudor PAR 60,25,4500,5250,750,250,60,9,10,3250,2000,1000,18,14,7,61.9,76.47,No Disponible,Mezquital ILUCentro
Durango,0031M00002hdczH,0061M00000wtSPa,KIVA,Cancelado,Moroso Perdido,Moroso,25,4500,5250,750,250,60,9,10,1500,3750,2750,18,14,3,28.57,35.29,No Disponible,Mezquital ILUCentro
Durango,0031M00002iHhh5,0061M00000wuL4n,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,1300,3950,2700,18,13,3,24.76,32.5,No Disponible,Mezquital ILUCentro
Durango,0031M00002hdcxu,0061M00000wtSOh,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,11,2500,2750,1750,18,14,4,47.62,58.82,No Disponible,Mezquital ILUCentro
Durango,0031M00002iHhhF,0061M00000wuL4x,KIVA,Vendido,Cobrando,Deudor PAR 60,25,4500,5250,750,250,60,9,10,2700,2550,1300,18,13,4,51.43,67.5,No Disponible,Mezquital ILUCentro
Durango,0031M00002hdcye,0061M00000wtSPC,KIVA,Vendido,Pagado,Cr_dito Sano,25,4500,5250,750,250,60,9,11,5200,50,-950,18,14,3,99.05,122.35,3,Mezquital ILUCentro
Durango,0031M00002hdcyd,0061M00000wtSPB,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,2500,2750,1750,18,14,3,47.62,58.82,No Disponible,Mezquital ILUCentro
Durango,0031M00002hdcz2,0061M00000wtSPQ,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,1750,3500,2500,18,14,2,33.33,41.18,No Disponible,Mezquital ILUCentro
Durango,0031M00002iHhhU,0061M00000wuL5C,KIVA,Vendido,Cobrando,Deudor PAR30,25,4500,5250,750,250,60,9,10,3500,1750,500,18,13,6,66.67,87.5,No Disponible,Mezquital ILUCentro
Durango,0031M00002iINhK,0061M00000wuWoC,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,2000,3250,2000,18,13,2,38.1,50,No Disponible,Mezquital ILUCentro
Durango,0031M00002hdcy9,0061M00000wtSOm,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,11,2250,3000,2000,18,14,5,42.86,52.94,No Disponible,Mezquital ILUCentro
Durango,0031M00002iHhh0,0061M00000wuL4i,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,2010,3240,1990,18,13,3,38.29,50.25,No Disponible,Mezquital ILUCentro
Durango,0031M00002iHhiD,0061M00000wuL5v,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,1250,4000,2750,18,13,2,23.81,31.25,No Disponible,Mezquital ILUCentro
Durango,0031M00002iHhgW,0061M00000wuL4E,KIVA,Vendido,Cobrando,Deudor PAR 60,25,4500,5250,750,250,60,9,10,3250,2000,750,18,13,6,61.9,81.25,No Disponible,Mezquital ILUCentro
Durango,0031M00002iH7z1,0061M00000wuBZt,KIVA,Cancelado,Moroso Perdido,Moroso,25,4500,5250,750,250,60,9,10,1500,3750,2750,18,14,3,28.57,35.29,No Disponible,Mezquital ILUCentro
Durango,0031M00002hedmm,0061M00000wtm0U,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,2150,3100,2100,18,14,5,40.95,50.59,No Disponible,Mezquital ILUCentro
Durango,0031M00002iHhhe,0061M00000wuL5M,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,1000,4250,3000,18,13,2,19.05,25,No Disponible,Mezquital ILUCentro
Durango,0031M00002hdczW,0061M00000wtSPk,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,750,4500,3500,18,14,1,14.29,17.65,No Disponible,Mezquital ILUCentro
Durango,0031M00002iINh5,0061M00000wuWnx,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,1750,3500,2250,18,13,3,33.33,43.75,No Disponible,Mezquital ILUCentro
Durango,0031M00002iH7z6,0061M00000wuBZy,KIVA,Vendido,Cobrando,Deudor PAR 60,25,4500,5250,750,250,60,9,12,3250,2000,1000,18,14,8,61.9,76.47,No Disponible,Mezquital ILUCentro
Durango,0031M00002iHhi3,0061M00000wuL5l,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,1700,3550,2300,18,13,4,32.38,42.5,No Disponible,Mezquital ILUCentro
Durango,0031M00002iHhhy,0061M00000wuL5g,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,1850,3400,2150,18,13,3,35.24,46.25,No Disponible,Mezquital ILUCentro
Durango,0031M00002heavN,0061M00000wtkgw,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,2500,2750,1750,18,14,5,47.62,58.82,No Disponible,Mezquital ILUCentro
Durango,0031M00002iHhiI,0061M00000wuL60,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,1750,3500,2250,18,13,3,33.33,43.75,No Disponible,Mezquital ILUCentro
Durango,0031M00002hfHln,0061M00000wuA5V,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,19,1250,4000,2750,18,13,2,23.81,31.25,No Disponible,Mezquital ILUCentro
Durango,0031M00002hedmX,0061M00000wtm0K,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,11,2600,2650,1650,18,14,7,49.52,61.18,No Disponible,Mezquital ILUCentro
Durango,0031M00002iHhhZ,0061M00000wuL5H,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,750,4500,3250,18,13,1,14.29,18.75,No Disponible,Mezquital ILUCentro
Durango,0031M00002hfHn0,0061M00000wuA64,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,2500,2750,1750,18,14,7,47.62,58.82,No Disponible,Mezquital ILUCentro
Durango,0031M00002hfHml,0061M00000wuA5z,KIVA,Vendido,Cobrando,Deudor PAR30,25,4500,5250,750,250,60,9,13,3750,1500,500,18,14,10,71.43,88.24,No Disponible,Mezquital ILUCentro
Durango,0031M00002iHhgg,0061M00000wuL4O,KIVA,Cancelado,Moroso Perdido,Moroso,25,4500,5250,750,250,60,9,10,950,4300,3050,18,13,2,18.1,23.75,No Disponible,Mezquital ILUCentro
Durango,0031M00002heaoR,0061M00000wtkev,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,800,4450,3450,18,14,2,15.24,18.82,No Disponible,Mezquital ILUCentro
Durango,0031M00002iHVGy,0061M00000wuHqa,KIVA,Cancelado,Moroso Perdido,Moroso,25,4500,5250,750,250,30,18,13,750,4500,3250,18,13,1,14.29,18.75,No Disponible,Mezquital ILUCentro
Durango,0031M00002hdcyn,0061M00000wtSPG,KIVA,Vendido,Cobrando,Deudor PAR 60,25,4500,5250,750,250,60,9,10,3600,1650,650,18,14,2,68.57,84.71,No Disponible,Mezquital ILUCentro
Durango,0031M00002hfHmb,0061M00000wuA5u,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,2500,2750,1750,18,14,6,47.62,58.82,No Disponible,Mezquital ILUCentro
Durango,0031M00002hfHmM,0061M00000wuA5k,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,2000,3250,2000,18,13,4,38.1,50,No Disponible,Mezquital ILUCentro
Durango,0031M00002hdcyY,0061M00000wtSP1,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,750,4500,3500,18,14,1,14.29,17.65,No Disponible,Mezquital ILUCentro
Durango,0031M00002hdd0A,0061M00000wtSQ4,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,1750,3500,2500,18,14,2,33.33,41.18,No Disponible,Mezquital ILUCentro
Durango,0031M00002iINhA,0061M00000wuWo2,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,1250,4000,2750,18,13,2,23.81,31.25,No Disponible,Mezquital ILUCentro
Durango,0031M00002hfHlO,0061M00000wuA5G,KIVA,Vendido,Cobrando,Deudor PAR 60,25,4500,5250,750,250,60,9,20,3000,2250,1000,18,13,7,57.14,75,No Disponible,Mezquital ILUCentro
Durango,0031M00002iHhht,0061M00000wuL5b,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,1250,4000,2750,18,13,2,23.81,31.25,No Disponible,Mezquital ILUCentro
Durango,0031M00002iHhi8,0061M00000wuL5q,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,1600,3650,2400,18,13,5,30.48,40,No Disponible,Mezquital ILUCentro
Durango,0031M00002iHhhA,0061M00000wuL4s,KIVA,Vendido,Cobrando,Deudor PAR 60,25,4500,5250,750,250,60,9,10,2600,2650,1400,18,13,4,49.52,65,No Disponible,Mezquital ILUCentro
Durango,0031M00002iHhgb,0061M00000wuL4J,KIVA,Cancelado,Moroso Perdido,Moroso,25,4500,5250,750,250,60,9,10,2000,3250,2000,18,13,3,38.1,50,No Disponible,Mezquital ILUCentro
Durango,0031M00002heamB,0061M00000wtkeb,KIVA,Vendido,Cobrando,Cr_dito Sano,25,4500,5250,750,250,60,9,12,4000,1250,250,18,14,9,76.19,94.12,No Disponible,Mezquital ILUCentro
Durango,0031M00002hdczq,0061M00000wtSPu,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,2500,2750,1750,18,14,2,47.62,58.82,No Disponible,Mezquital ILUCentro
Durango,0031M00002hfHmC,0061M00000wuA5f,KIVA,Vendido,Cobrando,Deudor PAR 60,25,4500,5250,750,250,30,18,10,3250,2000,750,18,13,8,61.9,81.25,No Disponible,Mezquital ILUCentro
Durango,0031M00002hfHli,0061M00000wuA5Q,KIVA,Cancelado,Moroso Perdido,Moroso,25,4500,5250,750,250,60,9,19,750,4500,3250,18,13,1,14.29,18.75,No Disponible,Mezquital ILUCentro
Durango,0031M00002gwVtq,0061M00000wrFwy,KIVA,Vendido,Cobrando,Deudor PAR 60,25,4500,5250,750,250,60,9,10,3500,1750,1250,18,16,4,66.67,73.68,No Disponible,Mezquital ILUCentro
Durango,0031M00002gwVu0,0061M00000wrFxX,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,1750,3500,3000,18,16,2,33.33,36.84,No Disponible,Mezquital ILUCentro
Durango,0031M00002gwVt2,0061M00000wrFud,KIVA,Vendido,Cobrando,Deudor PAR 60,25,4500,5250,750,250,60,9,11,3350,1900,1400,18,16,8,63.81,70.53,No Disponible,Mezquital ILUCentro
Durango,0031M00002gwSmX,0061M00000wrEwZ,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,1750,3500,3000,18,16,3,33.33,36.84,No Disponible,Mezquital ILUCentro
Durango,0031M00002gwVu5,0061M00000wrFxr,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,2700,2550,2050,18,16,6,51.43,56.84,No Disponible,Mezquital ILUCentro
Durango,0031M00002gwVsd,0061M00000wrFtf,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,2650,2600,2100,18,16,7,50.48,55.79,No Disponible,Mezquital ILUCentro
Durango,0031M00002gwVrz,0061M00000wrFsI,KIVA,Pagado,Pagado,Cr_dito Sano,25,4500,5250,750,250,60,9,12,5250,0,-500,18,16,11,100,110.53,2,Mezquital ILUCentro
Durango,0031M00002gvjMy,0061M00000vuG8k,KIVA,Vendido,Cobrando,Cr_dito Sano,25,4500,5250,750,250,60,9,10,4750,500,250,18,17,5,90.48,95,0,Mezquital ILUCentro
Durango,0031M00002gwVuF,0061M00000wrFyG,KIVA,Cancelado,Moroso Perdido,Moroso,25,4500,5250,750,250,60,9,10,500,4750,4250,18,16,1,9.52,10.53,No Disponible,Mezquital ILUCentro
Durango,0031M00002gwVsx,0061M00000wrFuT,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,2250,3000,2500,18,16,3,42.86,47.37,No Disponible,Mezquital ILUCentro
Durango,0031M00002gwVsO,0061M00000wrFtL,KIVA,Vendido,Cobrando,Deudor PAR 60,25,4500,5250,750,250,60,9,10,3900,1350,850,18,16,8,74.29,82.11,No Disponible,Mezquital ILUCentro
Durango,0031M00002gyG7a,0061M00000ws68C,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,1750,3500,3000,18,16,2,33.33,36.84,No Disponible,Mezquital ILUCentro
Durango,0031M00002gxGlV,0061M00000wrZ6U,KIVA,Vendido,Cobrando,Deudor PAR 60,25,4500,5250,750,250,60,9,10,3300,1950,1450,18,16,6,62.86,69.47,No Disponible,Mezquital ILUCentro
Durango,0031M00002gwSnB,0061M00000wrEx3,KIVA,Vendido,Cobrando,Cr_dito Sano,25,4500,5250,750,250,60,9,10,4700,550,50,18,16,6,89.52,98.95,No Disponible,Mezquital ILUCentro
Durango,0031M00002gxGmd,0061M00000wrZ7c,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,1000,4250,3750,18,16,1,19.05,21.05,No Disponible,Mezquital ILUCentro
Durango,0031M00002gxsRV,0061M00000wrxaR,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,1750,3500,3000,18,16,4,33.33,36.84,No Disponible,Mezquital ILUCentro
Durango,0031M00002gwSn6,0061M00000wrEwy,KIVA,Cancelado,Moroso Perdido,Moroso,25,4500,5250,750,250,60,9,10,500,4750,4250,18,16,1,9.52,10.53,No Disponible,Mezquital ILUCentro
Durango,0031M00002gxGlu,0061M00000wrZ6t,KIVA,Vendido,Cobrando,Deudor PAR 60,25,4500,5250,750,250,60,9,10,3400,1850,1350,18,16,6,64.76,71.58,No Disponible,Mezquital ILUCentro
Durango,0031M00002gxGmn,0061M00000wrZ7m,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,1000,4250,3750,18,16,1,19.05,21.05,No Disponible,Mezquital ILUCentro
Durango,0031M00002gxGm9,0061M00000wrZ78,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,2750,2500,2000,18,16,5,52.38,57.89,No Disponible,Mezquital ILUCentro
Durango,0031M00002gxGlf,0061M00000wrZ6e,KIVA,Vendido,Cobrando,Deudor PAR 60,25,4500,5250,750,250,60,9,10,3500,1750,1250,18,16,6,66.67,73.68,No Disponible,Mezquital ILUCentro
Durango,0031M00002gwT00,0061M00000wrF0W,KIVA,Cancelado,Moroso Perdido,Moroso,25,4500,5250,750,250,60,9,10,600,4650,4150,18,16,1,11.43,12.63,No Disponible,Mezquital ILUCentro
Durango,0031M00002gxGlz,0061M00000wrZ6y,KIVA,Vendido,Cobrando,Cr_dito Sano,25,4500,5250,750,250,60,9,10,4500,750,250,18,16,6,85.71,94.74,No Disponible,Mezquital ILUCentro
Durango,0031M00002gxGm4,0061M00000wrZ73,KIVA,Vendido,Cobrando,Deudor PAR30,25,4500,5250,750,250,60,9,10,4250,1000,500,18,16,8,80.95,89.47,No Disponible,Mezquital ILUCentro
Durango,0031M00002gwVuA,0061M00000wrFy6,KIVA,Cancelado,Moroso Perdido,Moroso,25,4500,5250,750,250,60,9,10,500,4750,4250,18,16,1,9.52,10.53,No Disponible,Mezquital ILUCentro
Durango,0031M00002gxGmY,0061M00000wrZ7X,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,2300,2950,2450,18,16,3,43.81,48.42,No Disponible,Mezquital ILUCentro
Durango,0031M00002gwVtH,0061M00000wrFvC,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,750,4500,4000,18,16,1,14.29,15.79,No Disponible,Mezquital ILUCentro
Durango,0031M00002gwVuP,0061M00000wrFyk,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,2850,2400,1900,18,16,5,54.29,60,No Disponible,Mezquital ILUCentro
Durango,0031M00002gxGmT,0061M00000wrZ7S,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,1800,3450,2950,18,16,2,34.29,37.89,No Disponible,Mezquital ILUCentro
Durango,0031M00002gwVsi,0061M00000wrFtu,KIVA,Pagado,Pagado,Cr_dito Sano,25,4500,5250,750,250,60,9,10,5250,0,-500,18,16,6,100,110.53,2,Mezquital ILUCentro
Durango,0031M00002gwVtR,0061M00000wrFvb,KIVA,Vendido,Cobrando,Deudor PAR 60,25,4500,5250,750,250,60,9,10,3790,1460,960,18,16,7,72.19,79.79,No Disponible,Mezquital ILUCentro
Durango,0031M00002gxGmi,0061M00000wrZ7h,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,13,750,4500,4000,18,16,1,14.29,15.79,No Disponible,Mezquital ILUCentro
Durango,0031M00002glex9,0061M00000vtfgL,KIVA,Vendido,Cobrando,Deudor PAR 60,25,4500,5250,750,250,60,9,10,3600,1650,1400,18,17,6,68.57,72,0,Mezquital ILUCentro
Durango,0031M00002gyG7u,0061M00000ws68R,KIVA,Vendido,Cobrando,Deudor PAR 60,25,4500,5250,750,250,60,9,10,3000,2250,1500,18,15,5,57.14,66.67,No Disponible,Mezquital ILUCentro
Durango,0031M00002gm5Vb,0061M00000vtjxi,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,1550,3700,3450,18,17,3,29.52,31,0,Mezquital ILUCentro
Durango,0031M00002gletM,0061M00000vtfd2,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,2750,2500,2250,18,17,5,52.38,55,0,Mezquital ILUCentro
Durango,0031M00002glewf,0061M00000vtffw,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,2750,2500,2250,18,17,3,52.38,55,0,Mezquital ILUCentro
Durango,0031M00002gleut,0061M00000vtfeA,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,11,2750,2500,2250,18,17,7,52.38,55,0,Mezquital ILUCentro
Durango,0031M00002gletC,0061M00000vtfcx,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,500,4750,4500,18,17,1,9.52,10,0,Mezquital ILUCentro
Durango,0031M00002glexT,0061M00000vtfgf,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,2100,3150,2900,18,17,4,40,42,0,Mezquital ILUCentro
Durango,0031M00002glexO,0061M00000vtfga,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,90,6,10,1200,4050,3800,18,17,2,22.86,24,0,Mezquital ILUCentro
Durango,0031M00002glesY,0061M00000vtfcT,KIVA,Vendido,Cobrando,Deudor PAR 60,25,4500,5250,750,250,60,9,10,3950,1300,1050,18,17,3,75.24,79,0,Mezquital ILUCentro
Durango,0031M00002gm5PH,0061M00000vtjw6,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,3250,2000,1750,18,17,2,61.9,65,0,Mezquital ILUCentro
Durango,0031M00002gleuy,0061M00000vtfeF,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,1250,4000,3750,18,17,3,23.81,25,0,Mezquital ILUCentro
Durango,0031M00002glesx,0061M00000vtfci,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,2250,3000,2750,18,17,2,42.86,45,0,Mezquital ILUCentro
Durango,0031M00002glewk,0061M00000vtfg1,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,1500,3750,3500,18,17,3,28.57,30,0,Mezquital ILUCentro
Durango,0031M00002glev3,0061M00000vtfeK,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,1700,3550,3300,18,17,4,32.38,34,0,Mezquital ILUCentro
Durango,0031M00002gletg,0061M00000vtfdC,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,2450,2800,2550,18,17,5,46.67,49,0,Mezquital ILUCentro
Durango,0031M00002glew1,0061M00000vtffI,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,1950,3300,3050,18,17,4,37.14,39,0,Mezquital ILUCentro
Durango,0031M00002glesi,0061M00000vtfcY,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,1750,3500,3250,18,17,2,33.33,35,0,Mezquital ILUCentro
Durango,0031M00002gm5Sf,0061M00000vtjwu,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,2000,3250,3000,18,17,3,38.1,40,0,Mezquital ILUCentro
Durango,0031M00002gm54j,0061M00000vtjs4,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,11,2500,2750,2500,18,17,3,47.62,50,0,Mezquital ILUCentro
Durango,0031M00002gletl,0061M00000vtfdH,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,3000,2250,2000,18,17,6,57.14,60,0,Mezquital ILUCentro
Durango,0031M00002glesT,0061M00000vtfcJ,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,2250,3000,2750,18,17,3,42.86,45,0,Mezquital ILUCentro
Durango,0031M00002glet2,0061M00000vtfcn,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,1250,4000,3750,18,17,2,23.81,25,0,Mezquital ILUCentro
Durango,0031M00002gxGmJ,0061M00000wrZ7I,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,11,3000,2250,1750,18,16,4,57.14,63.16,No Disponible,Mezquital ILUCentro
Durango,0031M00002glevX,0061M00000vtfet,KIVA,Vendido,Cobrando,Moroso,25,4500,5250,750,250,60,9,10,0,5250,5000,18,17,0,0,0,0,Mezquital ILUCentro
Durango,0031M00002gxsRa,0061M00000wrxaW,KIVA,Vendido,Cobrando,Deudor PAR 60,25,4500,5250,750,250,60,9,10,3500,1750,1250,18,16,5,66.67,73.68,No Disponible,Mezquital ILUCentro
Durango,0031M00002gwSmw,0061M00000wrEwo,KIVA,Cancelado,Moroso Perdido,Moroso,25,4500,5250,750,250,60,9,11,1250,4000,3500,18,16,3,23.81,26.32,No Disponible,Mezquital ILUCentro
